nct_id,Title,Conditions,Phases,Enrollment,DurationWeeks,Arms,DrugClass,Comparator,Masking,Allocation,InterventionModel,SponsorType,Region,PrimaryEndpoint,BaselineHbA1c,HbA1c_SD,EffectSize_HbA1c,PValue_HbA1c,Study Status,Study Results,label_reason,success_label_basic
NCT38837550,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,92,28,3,NovelSmallMolecule,Placebo,Double,Non-Randomized,Parallel,Academic,Europe,CGM TIR,9.95,1.82,-1.098,4.086251611401526e-05,Completed,Has Results,Not met / not primary / not significant,0
NCT97464377,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,212,29,2,NovelSmallMolecule,DoseComparison,Double,Randomized,Parallel,Industry,Asia,HbA1c change,9.05,1.14,-0.831,5.950795411990839e-14,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT54937628,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,103,18,3,SGLT2i,Placebo,Double,Non-Randomized,Parallel,Industry,North America,HbA1c change,8.31,0.95,-0.698,1.3944853216596442e-07,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT55066706,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,83,19,3,Other,Active,Double,Non-Randomized,Single Group,Industry,Multi-Region,HbA1c change,10.64,0.76,-0.679,7.068304386237401e-09,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT49032895,Phase 2 TZD trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,81,23,2,TZD,StandardOfCare,Double,Randomized,Parallel,Industry,Multi-Region,HbA1c change,7.76,1.43,-0.802,0.0003444659942328787,Terminated,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT22950775,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,58,9,2,GLP-1RA,Placebo,Double,Non-Randomized,Parallel,Academic,Asia,HbA1c change,9.22,1.01,-0.997,1.1365921770423171e-07,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT94093522,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,128,8,3,GLP-1RA,Placebo,Open Label,Randomized,Parallel,Academic,Asia,FPG change,7.33,0.9,-0.897,1.7763568394002505e-15,Completed,Has Results,Not met / not primary / not significant,0
NCT11254265,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,69,24,2,NovelSmallMolecule,DoseComparison,Double,Randomized,Parallel,Industry,North America,Composite,8.23,1.18,-0.397,0.04918378274996893,"Active, not recruiting",Has Results,Not met / not primary / not significant,0
NCT25685067,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,163,18,6,GLP-1RA,Placebo,Single,Randomized,Parallel,Industry,Asia,HbA1c change,7.46,1.26,-0.856,9.276349688391861e-10,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT30669042,Phase 2 Insulin trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,56,15,2,Insulin,Placebo,Single,Randomized,Parallel,Industry,Europe,FPG change,8.58,1.26,-0.785,0.0009714320013021194,Completed,Has Results,Not met / not primary / not significant,0
NCT35136775,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,105,16,3,Other,Placebo,Triple,Randomized,Parallel,Industry,Multi-Region,HbA1c change,8.44,1.1,-0.501,0.0010116630036661745,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT21863999,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,167,4,2,GLP-1RA,Placebo,Double,Randomized,Parallel,Industry,North America,HbA1c change,8.18,1.14,-1.124,0.0,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT11616527,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,38,15,5,GLP-1RA,StandardOfCare,Triple,Randomized,Parallel,Academic,Multi-Region,CGM TIR,9.16,1.16,-0.839,0.0015944133511349712,Terminated,No Results Posted,Not met / not primary / not significant,0
NCT70989279,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,247,11,3,Other,StandardOfCare,Double,Randomized,Single Group,Industry,North America,HbA1c change,8.0,1.18,-0.608,1.1457662485447884e-08,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT97237891,Phase 2 TZD trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,82,22,4,TZD,Placebo,Double,Randomized,Parallel,Other,Asia,Composite,8.63,1.21,-0.854,5.781391153591997e-06,Completed,Has Results,Not met / not primary / not significant,0
NCT20964925,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,106,22,3,GLP-1RA,StandardOfCare,Double,Randomized,Parallel,Industry,Asia,HbA1c change,8.97,1.37,-1.147,1.2073854138705542e-09,Recruiting,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT36688168,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,129,19,2,Other,Placebo,Open Label,Randomized,Parallel,Industry,North America,HbA1c change,7.36,1.11,-0.529,0.000136730564865295,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT55569693,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,138,18,3,Other,Placebo,Open Label,Randomized,Parallel,Industry,Europe,HbA1c change,7.88,0.9,-0.304,0.004789105250123327,Terminated,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT93475211,Phase 2 Insulin trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,113,7,4,Insulin,Active,Double,Randomized,Parallel,Industry,Multi-Region,HbA1c change,8.44,1.06,-1.302,0.0,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT72483618,Phase 2 TZD trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,156,20,6,TZD,DoseComparison,Open Label,Randomized,Parallel,Industry,Asia,Weight,8.84,1.29,-0.722,7.500835015328278e-07,Completed,Has Results,Not met / not primary / not significant,0
NCT78956930,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,126,20,4,SGLT2i,Placebo,Triple,Randomized,Parallel,Industry,North America,FPG change,9.39,0.65,-0.804,0.0,Terminated,No Results Posted,Not met / not primary / not significant,0
NCT62300494,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,220,23,4,GLP-1RA,Placebo,Open Label,Randomized,Parallel,Academic,Europe,HbA1c change,8.25,0.65,-0.828,0.0,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT47533220,Phase 2 TZD trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,126,29,2,TZD,Placebo,Open Label,Randomized,Parallel,Industry,Europe,HbA1c change,8.18,1.33,-0.512,0.0022485261815926583,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT27979808,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,241,6,3,SGLT2i,StandardOfCare,Double,Randomized,Parallel,Academic,Asia,FPG change,7.79,1.48,-0.48,0.00037301878717632686,"Active, not recruiting",No Results Posted,Not met / not primary / not significant,0
NCT87788293,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,149,14,3,NovelSmallMolecule,Placebo,Open Label,Randomized,Single Group,Academic,Asia,CGM TIR,8.63,0.78,-0.241,0.007833725969713101,Completed,Has Results,Not met / not primary / not significant,0
NCT82371206,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,44,12,3,NovelSmallMolecule,Placebo,Triple,Randomized,Crossover,Industry,North America,HbA1c change,8.19,1.13,-0.646,0.007104110901236638,Terminated,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT12259119,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,322,17,2,GLP-1RA,Active,Double,Randomized,Single Group,Industry,Asia,HbA1c change,8.21,1.0,-1.413,0.0,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT74386640,Phase 2 TZD trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,77,16,4,TZD,Placebo,Open Label,Randomized,Parallel,Industry,Multi-Region,HbA1c change,8.33,1.03,-1.264,3.47499806707674e-14,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT17594929,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,195,15,2,SGLT2i,Placebo,Double,Randomized,Parallel,Industry,Multi-Region,HbA1c change,8.79,1.18,-0.661,2.9000629897524277e-08,Terminated,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT76508559,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,101,22,2,NovelSmallMolecule,Placebo,Double,Randomized,Parallel,Academic,North America,HbA1c change,8.01,0.78,-0.584,9.117003219039077e-08,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT84335845,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,160,9,3,SGLT2i,Placebo,Double,Randomized,Single Group,Other,Europe,HbA1c change,7.86,0.82,-0.789,0.0,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT21795197,Phase 2 TZD trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,73,10,3,TZD,Placebo,Double,Randomized,Parallel,Industry,Europe,HbA1c change,8.7,1.02,-1.12,4.0906722453826205e-11,Terminated,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT49045227,Phase 2 Insulin trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,132,10,3,Insulin,StandardOfCare,Double,Randomized,Parallel,Industry,North America,HbA1c change,6.5,1.06,-1.09,1.1102230246251565e-16,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT21137842,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,89,14,2,DPP-4i,Active,Double,Randomized,Parallel,Academic,Europe,HbA1c change,7.98,0.82,-0.68,3.032516215917269e-08,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT61055398,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,202,9,3,NovelSmallMolecule,Active,Single,Randomized,Parallel,Academic,North America,Weight,7.59,1.3,-0.506,8.883946078974692e-05,Recruiting,Has Results,Not met / not primary / not significant,0
NCT93480628,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,121,16,2,NovelSmallMolecule,DoseComparison,Double,Randomized,Parallel,Industry,North America,HbA1c change,9.24,1.0,-0.568,9.2617117817273e-06,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT17278259,Phase 2 Insulin trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,152,15,2,Insulin,Placebo,Triple,Randomized,Parallel,Academic,Asia,HbA1c change,8.09,0.99,-1.139,0.0,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT45782037,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,38,11,3,NovelSmallMolecule,Placebo,Double,Non-Randomized,Parallel,Industry,North America,HbA1c change,8.01,1.17,-0.425,0.11313871641244644,Terminated,No Results Posted,Not met / not primary / not significant,0
NCT97580845,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,96,21,2,Other,DoseComparison,Double,Randomized,Crossover,Industry,Multi-Region,HbA1c change,8.37,1.07,,,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT37085381,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,120,16,2,DPP-4i,Placebo,Double,Randomized,Parallel,Industry,North America,Weight,7.98,1.31,-0.767,5.771332041826227e-06,"Active, not recruiting",No Results Posted,Not met / not primary / not significant,0
NCT21899503,Phase 2 Insulin trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,110,22,4,Insulin,Active,Double,Randomized,Crossover,Industry,Asia,HbA1c change,8.12,0.87,,,Recruiting,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT53972563,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,153,15,3,GLP-1RA,StandardOfCare,Triple,Randomized,Parallel,Government,Europe,HbA1c change,8.47,0.75,-0.387,6.622463346594998e-06,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT55753531,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,84,16,3,NovelSmallMolecule,Placebo,Open Label,Randomized,Crossover,Industry,Multi-Region,Weight,8.1,1.02,-0.345,0.028934355893146413,Completed,Has Results,Not met / not primary / not significant,0
NCT69657778,Phase 2 Insulin trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,102,13,3,Insulin,Placebo,Open Label,Non-Randomized,Parallel,Industry,Multi-Region,CGM TIR,8.1,1.12,-0.469,0.0026694772227806585,"Active, not recruiting",No Results Posted,Not met / not primary / not significant,0
NCT38236379,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,169,16,3,DPP-4i,Placebo,Double,Randomized,Single Group,Industry,Europe,CGM TIR,7.69,0.79,-0.623,3.9690473130349346e-13,Recruiting,No Results Posted,Not met / not primary / not significant,0
NCT96006092,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,36,20,2,GLP-1RA,Placebo,Double,Randomized,Parallel,Industry,Asia,HbA1c change,7.59,0.75,,,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT56892046,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,130,14,6,Other,Placebo,Double,Randomized,Parallel,Industry,North America,HbA1c change,8.44,1.15,-0.729,2.9005314172714236e-07,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT35780160,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,86,19,2,DPP-4i,Placebo,Open Label,Randomized,Parallel,Industry,Asia,FPG change,8.61,0.91,-0.811,5.253036450270088e-09,Completed,Has Results,Not met / not primary / not significant,0
NCT96425599,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,66,11,4,NovelSmallMolecule,StandardOfCare,Double,Randomized,Parallel,Academic,North America,HbA1c change,7.4,0.74,-0.592,3.881942728600762e-06,Recruiting,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT93232757,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,116,21,4,GLP-1RA,DoseComparison,Double,Randomized,Parallel,Industry,Europe,FPG change,8.93,1.34,-0.678,0.00011838355001470013,"Active, not recruiting",No Results Posted,Not met / not primary / not significant,0
NCT54924829,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,173,13,2,Other,StandardOfCare,Double,Randomized,Parallel,Academic,North America,CGM TIR,8.93,0.94,-0.256,0.011598735750813494,Recruiting,No Results Posted,Not met / not primary / not significant,0
NCT12237354,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,159,21,2,GLP-1RA,Placebo,Double,Non-Randomized,Single Group,Industry,Multi-Region,HbA1c change,9.08,1.39,-1.144,1.9950707752514063e-13,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT63724249,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,94,16,4,SGLT2i,Placebo,Double,Randomized,Parallel,Academic,Europe,HbA1c change,8.61,1.11,-0.915,1.4657119740135727e-08,Recruiting,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT59967823,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,148,25,3,NovelSmallMolecule,Placebo,Double,Randomized,Parallel,Academic,Asia,HbA1c change,8.85,1.17,-0.985,5.119238366546597e-13,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT23338758,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,147,9,4,Other,Placebo,Double,Randomized,Parallel,Industry,Europe,HbA1c change,9.93,1.05,-1.003,2.220446049250313e-16,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT67057759,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,96,7,2,SGLT2i,DoseComparison,Double,Randomized,Crossover,Industry,North America,FPG change,8.19,0.6,-0.692,1.4432899320127035e-15,Completed,Has Results,Not met / not primary / not significant,0
NCT85671420,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,73,12,3,DPP-4i,Placebo,Double,Randomized,Crossover,Other,North America,CGM TIR,7.67,0.82,-0.562,3.11163204635978e-05,Completed,Has Results,Not met / not primary / not significant,0
NCT19530766,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,75,8,2,NovelSmallMolecule,Placebo,Double,Randomized,Parallel,Industry,Multi-Region,HbA1c change,7.33,1.07,-0.377,0.03084396528128497,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT75099036,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,145,8,2,NovelSmallMolecule,StandardOfCare,Open Label,Randomized,Single Group,Academic,Multi-Region,FPG change,9.63,1.19,-0.807,8.001237561394703e-09,Completed,Has Results,Not met / not primary / not significant,0
NCT22630563,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,98,20,4,DPP-4i,Placebo,Single,Randomized,Parallel,Industry,North America,HbA1c change,9.64,0.65,-0.968,0.0,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT77394363,Phase 2 Insulin trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,62,16,2,Insulin,Placebo,Double,Randomized,Crossover,Industry,Multi-Region,FPG change,7.75,1.09,,,Recruiting,No Results Posted,Not met / not primary / not significant,0
NCT47720288,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,47,13,2,NovelSmallMolecule,Placebo,Double,Randomized,Single Group,Industry,Europe,HbA1c change,7.89,0.82,-0.662,9.077511181987408e-05,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT10585992,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,145,14,2,NovelSmallMolecule,Active,Double,Randomized,Parallel,Government,North America,FPG change,8.17,1.16,-0.926,1.0127232386025753e-11,Completed,Has Results,Not met / not primary / not significant,0
NCT96960871,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,78,12,2,NovelSmallMolecule,StandardOfCare,Open Label,Randomized,Parallel,Industry,Asia,FPG change,9.26,1.1,-0.586,0.000827843876903489,Completed,Has Results,Not met / not primary / not significant,0
NCT24937333,Phase 2 Insulin trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,115,26,4,Insulin,Placebo,Double,Randomized,Parallel,Academic,North America,HbA1c change,7.5,1.29,-0.972,1.001390814714398e-08,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT63643829,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,174,12,4,GLP-1RA,DoseComparison,Open Label,Randomized,Parallel,Academic,North America,HbA1c change,7.02,1.37,-0.938,1.5575152279012627e-10,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT26332140,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,55,8,4,Other,StandardOfCare,Double,Randomized,Crossover,Industry,Asia,Weight,9.92,1.21,-0.352,0.1283862025606869,Terminated,Has Results,Not met / not primary / not significant,0
NCT76449297,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,97,21,2,NovelSmallMolecule,StandardOfCare,Double,Randomized,Parallel,Industry,North America,HbA1c change,8.62,1.32,-0.619,0.0010535108167304408,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT82392481,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,92,15,2,NovelSmallMolecule,Placebo,Double,Randomized,Parallel,Industry,Multi-Region,FPG change,8.72,1.01,-1.283,0.0,Completed,Has Results,Not met / not primary / not significant,0
NCT48887190,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,118,28,2,GLP-1RA,Placebo,Double,Non-Randomized,Single Group,Industry,Asia,Composite,8.26,1.81,-0.985,2.809461819119896e-05,Recruiting,No Results Posted,Not met / not primary / not significant,0
NCT52064343,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,174,13,4,SGLT2i,StandardOfCare,Single,Randomized,Parallel,Academic,Multi-Region,Weight,8.73,0.8,-0.5,4.484101978619037e-09,Completed,Has Results,Not met / not primary / not significant,0
NCT67087104,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,55,21,4,NovelSmallMolecule,Placebo,Double,Non-Randomized,Parallel,Industry,Asia,HbA1c change,7.34,0.97,-0.324,0.07969267478113684,Terminated,Has Results,Not met / not primary / not significant,0
NCT80628709,Phase 2 GLP-1RA trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,129,22,6,GLP-1RA,Active,Double,Randomized,Parallel,Industry,Multi-Region,HbA1c change,7.81,1.33,-1.403,0.0,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT86228158,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,158,13,3,Other,StandardOfCare,Double,Randomized,Parallel,Academic,Europe,Composite,8.47,1.29,,,"Active, not recruiting",No Results Posted,Not met / not primary / not significant,0
NCT11605310,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,91,12,5,DPP-4i,Placebo,Double,Randomized,Parallel,Industry,Asia,HbA1c change,6.81,1.22,-0.632,0.00048032085131066715,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT69720522,Phase 2 NovelSmallMolecule trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,94,20,2,NovelSmallMolecule,StandardOfCare,Double,Randomized,Parallel,Industry,Asia,HbA1c change,8.19,1.27,-0.754,4.601142118865198e-05,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT19822959,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,120,19,4,Other,DoseComparison,Open Label,Randomized,Parallel,Industry,Multi-Region,HbA1c change,8.15,0.6,-0.611,2.9976021664879227e-15,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT35913857,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,116,8,3,DPP-4i,Active,Open Label,Randomized,Parallel,Industry,North America,CGM TIR,8.19,1.5,-0.026,0.89576420579017,Completed,Has Results,Not met / not primary / not significant,0
NCT84648574,Phase 2 SGLT2i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,129,9,2,SGLT2i,Placebo,Open Label,Randomized,Parallel,Academic,Asia,HbA1c change,8.01,1.05,-0.671,2.7452636996994073e-07,Recruiting,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT32546185,Phase 2 TZD trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,128,4,3,TZD,StandardOfCare,Double,Randomized,Parallel,Industry,Multi-Region,HbA1c change,7.7,1.41,-0.575,0.0011239555527867706,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT81713537,Phase 2 TZD trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,64,20,2,TZD,Placebo,Triple,Randomized,Parallel,Industry,Europe,HbA1c change,7.12,0.6,-0.964,0.0,Completed,Has Results,"HbA1c improved (p<0.05, <=-0.30)",1
NCT51670701,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,155,14,2,DPP-4i,Active,Double,Randomized,Parallel,Industry,Multi-Region,CGM TIR,8.5,1.16,-0.676,3.150517755567961e-07,Recruiting,No Results Posted,Not met / not primary / not significant,0
NCT30937666,Phase 2 TZD trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,168,15,3,TZD,StandardOfCare,Open Label,Randomized,Parallel,Industry,Europe,HbA1c change,8.19,0.96,-1.029,0.0,Recruiting,No Results Posted,"HbA1c improved (p<0.05, <=-0.30)",1
NCT40081977,Phase 2 Other trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,108,6,3,Other,Active,Open Label,Randomized,Parallel,Industry,North America,Weight,7.44,1.24,-0.093,0.5816099300360464,Completed,Has Results,Not met / not primary / not significant,0
NCT57769262,Phase 2 DPP-4i trial in T2D (synthetic),Type 2 Diabetes Mellitus|Hyperglycemia,Phase 2,51,9,3,DPP-4i,Placebo,Single,Randomized,Parallel,Industry,Asia,FPG change,8.44,1.18,-0.613,0.008616533277743699,Completed,Has Results,Not met / not primary / not significant,0
